Short_Name	Full_Name
B03003e1	HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate)
B03003m1	HISPANIC OR LATINO ORIGIN: Total: Total population -- (Margin of Error)
B03003e2	HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Estimate)
B03003m2	HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Margin of Error)
B03003e3	HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Estimate)
B03003m3	HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Margin of Error)
B07201e1	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m1	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e2	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m2	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e3	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m3	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e4	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m4	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e5	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m5	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e6	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m6	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e7	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m7	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e8	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m8	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e9	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m9	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e10	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m10	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e11	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m11	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e12	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m12	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e13	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m13	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201e14	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
B07201m14	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
B07201PRe1	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm1	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe2	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm2	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe3	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm3	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe4	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm4	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe5	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm5	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe6	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm6	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe7	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm7	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe8	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm8	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe9	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm9	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe10	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
B07201PRm10	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
B07201PRe11	GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
